CODIGO,NOMBRE,DESCRPCIÓN CORTA,DESCRIPCIÓN LARGA,CATEGORÍA,MARCA/FABRICANTE ,SUBCATEGORÍA 1,SUBCATEGORÍA 1,IMAGEN,MATERIAL,COLOR CARÁTULA,COLOR,TALLAS,CONTENIDO,funcion adicional,Lineas,Pantalla,Protección,Precio
FER-GRAGON,Tines,Tines Anti Ampollas,"Ligeros, Autoajustables,Sin costuras",Accesorio Deportivo,TOPTIME,,Tines Anti Ampollas,prueba.jpg,"Antiampollas ,Sin Costuras",,Negro con Rojo,Mediana Y Grande,Par de Tiines,,,,,125
